Tweet_count,Usename,Name,Text,Retweets,Likes
97,RYBA🐳#🐋,WYBORY PREZYDENCKIE 2025!Głos oddany na Konfederacje to głos na Pis!! https://t.co/IkUjnHAV8t,0,0
98,Mateusz 𝘔𝘢𝘵𝘦𝘰 Rędzioch 🇵🇱 🇪🇺 ❤️ 🇺🇦,"#czytałem: https://t.co/27QO5O8BSY Adrian Zandberg: wybory prezydenckie 2025: gospodarka, USA i Mentzen oraz Nawrocki | Imponderabilia",0,0
99,Fundacja Alivia,"🗳️ Wybory prezydenckie 2025 – pytamy kandydatów o zdrowie i onkologię  🤝 Jako Fundacja Alivia, wspólnie z organizacjami zrzeszonymi w Ogólnopolskiej Federacji Onkologicznej, zwróciliśmy się do wszystkich kandydatów na urząd Prezydenta RP z pytaniami o ich plany dotyczące systemu",1,1
100,Peryskop,"Na stronie GW Wybory prezydenckie 2025. Stanisław Żółtek wycofuje się ze startu (https://t.co/xuE8CEGZM9) trwa sondaż:  Gdyby wybory prezydenckie odbywały się w najbliższą niedzielę, na kogo oddałbyś swój głos?  Prowadzi zdecydowanie Grzegorz Braun - 61.68%",0,1
101,DEBATA WYBORCZA 2025,"Prognoza wyników 1 tury wyborów prezydenckich na podstawie uśrednionych przewidywań 9 bukmacherów, na dzień 22 kwietnia 2025:  Trzaskowski 34,48% Nawrocki 27,67% Mentzen 17,38% Hołownia 6,17% Braun 3,75% Zandberg 3,39% Biejat 2,47% Stanowski 1,73%  Frekwencja 63,2% https://t.co/Gf0djMU649",0,2
102,Zbój Janosik,"@BozenaBeKa Piękne, mądre i inteligentne kobiety głosują tylko i wyłącznie na Pana Karola Nawrockiego, cała Polska naprzód tylko Karol Nawrocki może zostać prawdziwym Prezydentem Polski i nikt inny i to już 18-go maja 2025 !!!!",0,0
103,Barbara,"Wybory prezydenckie 2025, to wybór pomiędzy zdrowiem a cholerą . Wybór prosty i oczywisty. Wybierzmy mądrze. #TrzaskamyPierwsząTurę  #Trzaskowski2025  #KobietyNaWybory https://t.co/KuzncAaOOz",0,1
104,Kamil Marcinkiewicz,"Porównanie trendów 2015 i 2025. W obydwu przypadkach spada przewaga lidera, ale (1) preferencje wyborców są obecnie dużo stabilniejsze, (2) BK spadało non-stop, przez całą kampanię, nie było ani jednego odbicia (3) Mentzen to nie drugi Kukiz, który zabierał BK i dawał Dudzie. https://t.co/sDfaSFzyH8",10,73
105,Zbój Janosik,"@WaldemarRomano2 Prawdziwy Polak z krwi i kości głosuje tylko i wyłącznie na Pana Karola Nawrockiego, cała Polska naprzód tylko Karol Nawrocki może zostać prawdziwym Prezydentem Polski i nikt inny i to już 18-go maja 2025 !!!",0,1
106,tvn24,#PILNE | Nowy sondaż. Kandydat z podium traci najwięcej.  Więcej: https://t.co/blWAeGCYkj https://t.co/J77rKefnie,15,64
107,Embajada de Polonia en México,ZAPISY NA WYBORY PREZYDENCKIE 2025 Warunkiem udziału w wyborach Prezydenta RP jest złożenie wniosku o ujęcie w spisie wyborców do właściwego terytorialnie konsula lub posiadanie ważnego zaświadczenia o prawie do głosowania. ▶️Gdzie można oddać głos? W Meksyku są dwa obwody https://t.co/bIlmVrGJx1,0,1
108,Zaklinacz Łosiów,"Odpowiedź Perplexity na pytanie o najlepszego kandydata na prezydenta, ale tryb   pogłębionej analizy. Zwróćcie uwagę na kompletnie inny sposób pracy niż @grok oraz inne wnioski.   Analiza kandydatów na Prezydenta RP 2025 - podejście analityczne Wybory prezydenckie w Polsce",11,33
109,Telewizja Republika 🇵🇱 #włączprawdę,Wybory prezydenckie 2025: Winnicki ostrzega przed rozgrywką Hołowni  #włączprawdę #TVRepublika   https://t.co/ykbn5bsipG,0,7
110,tvn24,"Sondaż IBRiS dla ""Polityki"".  https://t.co/oD108d0O2N",7,17
111,Zbój Janosik,"@20Jaskulski @trzaskowski_ Tylko Karol Nawrocki może zostać prawdziwym Prezydentem Polski i to już 18-go maja 2025, prawdziwy Polak z krwi i kości głosuje tylko i wyłącznie na Pana Karola Nawrockiego !!!",0,0
112,Krysia,"@donaldtusk @ANU17778097 Wytrzymamy,premierze @donaldtusk,dokończymy dzieło 15.X.2023  i 18 maja 2025 wybierzemy na Prezydenta Polski🇵🇱 kompetentnego i demokratycznego Rafała Trzaskowskiego✌️. #CalaPolskaNaprzód  DLA DOBRA POLSKI🇵🇱 PREZYDENT RAFAŁ TRZASKOWSKI !✌️",3,10
113,Patryk „Dollart” Ciura,"Prognoza wyników wyborów prezydenckich - 20.04 Frekwencja - 60,2%  R. Trzaskowski - 34,5% (-3,9) K. Nawrocki - 29,4% (+1,6) S. Mentzen - 14,9% (-3,0) S. Hołownia - 7,1% (+1,4) A. Zandberg - 4,6% (+1,9) G. Braun - 3,2% (+1,2) M. Biejat - 2,8% (+0,4) K. Stanowski - 1,8% (+0,3) https://t.co/kUpvFgAOEz",36,313
114,Wszystko Co Najważniejsze,🔴 NAJNOWSZE SONDAZE PREZYDENCKIE 2025 • Wszystko co najważniejsze ⤵️ https://t.co/TTJhsLNT9j,2,1
115,Radio Kraków,"Wybory prezydenckie 2025 nabierają tempa, ale zamiast politycznej klarowności – mamy chaos, niepewność i rosnące napięcie? Prof. Radosław Markowski krytycznie o tegorocznej kampanii i jej kandydatach: https://t.co/rQNY27rdrx",0,1
116,TVN24+,"Nic kontrowersyjnego, nic co dzieli, nic co podgrzewa emocje - to taktyka Tuska, żeby koalicja dotrwała do pierwszej tury wyborów prezydenckich.  Tekst @arletazalewska dla @tvn24plus: https://t.co/owTe6Ne0EG",2,11
117,Ewa Bond,Ankieta do głosowania pod artykułem. Na razie wygrywa Pan @GrzegorzBraun_  Wybory prezydenckie 2025. Stanisław Żółtek wycofuje się ze startu https://t.co/esceWH3XmQ,2,13
118,Stach Orzel,"@PabloEsc1988 @GrzegorzBraun_ Tak! Tylko panem G.Braunem,nasza Ojczyzna stanie się prawdziwie wolna i nasza!!! Teraz najważniejsze żebyśmy wygrali wybory prezydenckie,potem już będzie z górki!!! G.Braun 2025!!!",0,3
119,ENZO 🇵🇱,▫️Aktualizacja wyborów ▫️  🇨🇦 28 kwietnia wybory parlamentarne  🇷🇴 4 maja wybory prezydenckie [I tura] *🇻🇦 6 maja praw. początek konklawe 🇵🇱 18 maja wybory prezydenckie  🇷🇴 18 maja wybory prezydenckie [II tura] 🇵🇹 18 maja wybory parlamentarne  🇵🇱 1 czerwca wybory prezydenckie [2],9,63
120,🇵🇱Ralfie Czech🇵🇱,"Wybory prezydenckie 2025 | Maciej Maciak | piosenka ""Zrób z Maciaka prez... https://t.co/xNP4JINLJC przez @YouTube",2,5
121,Michał Sagrol,"w maju 2025 poznamy:  zwycięzcę Pucharu Polski ✅ nowego papieża ✅ zwycięzcę eurowizji ✅ I tury wyborów prezydenckich w Polsce ✅ zwycięzcę Ekstaklasy ✅ zwycięzcę finału Ligi Konferencji Europy we Wrocławiu ✅ zwycięzcę Ligi Mistrzów ✅  do tego majówka, matury, przyjęcia,",26,941
122,Adrian Jasiński Ryży 🇪🇺🏳️‍🌈🏳️‍⚧️🇺🇦🇵🇱,Ja też tak uważam! Te wybory prezydenckie 18 maja 2025 są ważniejsze niż wybory parlamentarne 15 października 2023 roku i doprawdy sama wygrana 15 X 2023 nie wystarczy aby PiSowskie zło zostało ostatecznie pogonione. Dlatego #FighterRafał ma wygrać te wybory!  #Trzaskowski2025,11,19
123,Zaszczepiona Świadomością 🇵🇱💪(Oficerka),"📊 Wybory prezydenckie 2025 zbliżają się wielkimi krokami! Ze względu na to,że mam spore zasięgi postanowiłam (tak,nowu!) przeprowadzić ankietę. Jakie są Wasze nastroje przedwyborcze? Kto z kandydatów przekonuje Was najbardziej? 🗳️",3,7
124,WPROST.pl,"Trzaskowski schował flagę LGBT+. Wyborcy pokazali, co o tym myślą https://t.co/d0XLPEZpdx",4,6
125,XYZ,"Dr Mateusz Zaremba, politolog z Uniwersytetu SWPS, nie pozostawia złudzeń. @szymon_holownia wybory prezydenckie w 2025 roku mogą oznaczać marginalizację albo polityczny niebyt.   Sprawdź, jak w wyścigu o głosy prezentuje się sytuacja lidera @PL_2050: https://t.co/oY0JUuOmYY 👈 https://t.co/ItzuAsadWE",0,0
126,tvn24,"Dotarliśmy do tajnych analiz, które zleciły sztaby Rafała Trzaskowskiego i Karola Nawrockiego po debacie w Końskich.  Zobacz #PodcastPolityczny w https://t.co/68fLeYd0pG:  🔗 https://t.co/szmP2qFH7u  Więcej w tekście ⤵️ https://t.co/XqnJLyVqOy",3,12
127,Interia,Najnowszy sondaż @IBRiS_PL dla Grupy Polsat Plus  #WyboryPrezydenckie2025  https://t.co/AdtZ4x3K8T,2,4
128,Stanisław Żaryn,Opisane w wywiadzie zagrożenia ze strony Rosji nie są niczym nowym. Polska od lat jest na celowniku rosyjskich służb. Niestety obecny rząd odpuścił sobie zupełnie ochronę bezpieczeństwa informacyjnego RP. Nie ma realnych działań w tym obszarze.  https://t.co/OVOCGqgGwG,16,31
129,NewsPSD #NowaSolidarnosc Wspolna_Polska,Infographic: A1 wybory prezydenckie 2025 kandydaci cechy -  https://t.co/iu6c0f1XBR,0,0
130,Maciej Dąbrowski,"📍 Autorska prognoza 1 Tura - WYBORY PREZYDENCKIE 2025 🇵🇱 Wyniki:   @trzaskowski_ 35,2% @NawrockiKn - 28,7% @SlawomirMentzen - 15,5% @szymon_holownia - 6,9% @ZandbergRAZEM -3,6% @GrzegorzBraun_ - 3,3% @MagdaBiejat - 2,6% @K_Stanowski - 1,5% Inni - 2,7% #WyboryPrezydenckie https://t.co/MMnvdTJeQN",0,2
131,Kawa na ławę ☕️,"#Kawanaławę | Patrząc chłodnym okiem, następny prezydent wejdzie w bardzo trudnym momencie sytuacji międzynarodowej, ale też sytuacji wewnętrznej - oceniła szefowa kancelarii prezydenta Małgorzata Paprocka. https://t.co/6RuOG38QVR",1,4
132,gazetaprawna.pl,"Wybory prezydenckie 2025. Kalendarz wyborczy. Co zrobić, aby głosować nie w swoim okręgu? [TERMINY]. https://t.co/IOVJH89uFf",0,1
133,PLenChile,"📢ZAPISZ SIĘ NA WYBORY PREZYDENCKIE 2025 🗳  Wnioski można składać do 13 maja 2025 r., skorzystaj z usługi usługi „e-Wybory” : https://t.co/Wt9tGRS6Kp   Więcej informacji na temat wyborów w Santiago znajdziesz na : 👇 https://t.co/M2bwAwtPtN https://t.co/umGSWHEvql",0,0
134,W.R.Malinowski,Wybory prezydenckie 2025. PiS nie ma przewagi w mediach. Nie ma tyle pieniędzy co w poprzednich wyborach. Widać po ilości plakatów. Ma fatalnego kandydata. Wniosek. Nie ma szans. Co mnie całkowicie nie martwi.🤔😎,0,3
135,olosw2022,Wybory prezydenckie w Polsce 2025. Ostra walka polityczna. Ekskluzywny w... https://t.co/teBEXMhdto przez @YouTube,0,0
136,Konkret24,Czy Grzegorz Braun ma szansę na poparcie zapewniające mu wejście do drugiej tury wyborów prezydenckich? Taki scenariusz sugeruje sondaż.  Lecz ta sondażownia nigdy czegoś takiego nie opublikowała ❌ https://t.co/Xzp7uY60Gd,2,6
137,Grok,"@tamdolicha @HolinkaPis Cenckiewicz twierdzi, że Maciej Maciak ma powiązania z rosyjskim FSB przez Konstantego Knyrika, co mogło być próbą wpłynięcia na wybory prezydenckie 2025 w Polsce. Sugeruje to możliwość unieważnienia wyborów, zwłaszcza przy prowadzeniu kandydata prawicy. Oskarżenia są",1,1
138,Mapol,"Czy zgadzasz się, że wybory prezydenckie w 2025 roku to najmniej poważne wybory w historii III RP?",1,3
139,LuciusCorneliusSullaFelix,Wybory prezydenckie 2025 ➔ Rafał Trzaskowski ➔ Cała Polska w tył zwrot ! https://t.co/Cy43UcBBne,0,0
140,Wszystko Co Najważniejsze,🔴 Wybory prezydenckie 2025. Najnowsze prognozy wyborcze • Wszystko co najważniejsze ⤵️ https://t.co/R62n4PKr0m,2,0
141,Maria Weronika,"@kurpinski_piotr @donaldtusk @pisorgpl @Dariusz_Jonski @trzaskowski_ @WiolaPaprocka @kobietynawybory @Trzaskowski2O25 Niewątpliwie to wybory o wszystko!O Trybunał Konstytucyjny,Sąd Najwyższy,Służby Specjalne, bezpieczeństwo zdrowotne,gospodarcze.  Przyszłość dzieci i młodzieży,zabezpieczenie niepełnosprawnych.I wiele innych gałęzi życia.Wreszcie wolność decyzyjna prezydenta. #Trzaskowski2025 🇵🇱",4,11
142,DEBATA WYBORCZA 2025,"Prognoza szans kandydatów na zwycięstwo w wyborach prezydenckich na podstawie uśrednionych przewidywań 9 bukmacherów, na dzień 23 kwietnia 2025:  Trzaskowski 66,15% Nawrocki 23,86% Mentzen 7,80% Inni 2,18% https://t.co/S5zVZ4owbU",0,1
143,🔎 DEMAGOG,🤔 Wiesz już na kogo zagłosujesz w zbliżających się wyborach prezydenckich?  🗳️ W ramach inicjatywy #WyboryBezOszustw wspólnie z @MyPolitics przygotowaliśmy test preferencji wyborczych #Prezydencki2025!   👉 To narzędzie składające się z 77 pytań opracowanych przez doświadczonych https://t.co/WKOCzSBtYh,2,10
144,Stanisław Żerko,A jeszcze miesiąc... https://t.co/n2Mqv9ERBI,6,74
145,Marian Konarski VOTE Grzegorz Braun.,Zapytajcie Groka kto wygra wybory prezydenckie 2025 w Polsce. Ciekawa odpowiedź.,1,24
146,Krzysztof 🇵🇱,"Nawet TVN24 musi wyznawcom PO pomału uświadamiać jaki jest stan gry bo 18 maja zeszli by na zawał. Do tej pory zapewne większość silnych razem myśli, że Rafał ma 40% a nasz kandydat z poparciem 20% zaciekle walczy z Mentzenem o wejście do II tury 😂 https://t.co/AIeuLeBr3R",12,30
147,tvn24,"W wyborach prezydenckich w praktyce wybierane są dwie osoby - prezydent oraz pierwsza dama lub pierwszy dżentelmen. O ile kandydatów na prezydenta mieliśmy okazję dobrze poznać, to nie wszyscy z ich partnerek i partnerów udzielają się publicznie. https://t.co/5IPY4s7mrT",3,6
148,Michał Wójcik 🇵🇱 #PolEXIT,"PROGNOZA PREZYDENCKA  🟧 Rafał Trzaskowski 34% 🟦 Karol Nawrocki 27% ⬛ Sławomir Mentzen 15,5% 🟫 Grzegorz Braun 8% 🟨 Szymon Hołownia 6% 🟪 Adrian Zandberg 3,5% ◻️ Krzysztof Stanowski 1,8% 🟥 Magdalena Biejat 1,7% ⬜ Marek Jakubiak 1,2%  ◻️Inni 1,3% - w następnym wpisie",6,39
149,Amatorn,"@B102590556 @MarekKozubel Jak zaczniesz ogarniać kim są liberałowie (btw nie jestem jednym z nich jak próbujesz mi wcisnąć), to możesz zacząć próbować mi coś zarzucać o niewiedzy  PS. Konto styczeń 2025 utworzone. Ciekawe że specjalnie pod wybory prezydenckie. Ty nawet prawicowcem nie jesteś https://t.co/0U8NKPfqFH",0,4
150,INFOR.PL,"Są nowe sondaże prezydenckie dla WP, Polityki, Radia Zet 📊📊📊 #WyboryPrezydenckie2025 #Prezydent2025 #sondaż https://t.co/PRZVqwA0le",0,0
151,INFOR.PL,Na kogo można głosować 18 maja 2025 r.? Poznaj wszystkich 13 kandydatów na Prezydenta RP 🇵🇱⬇️🔍 #WyboryPrezydenckie2025 #Prezydent2025 https://t.co/vQk4HwfmcP,0,0
152,tematem.pl,🔴Wybory prezydenckie 2025 Kandydaci i najnowszy sondaż prezydencki! Kto ma szanse na II turę? Kto zostanie nowym Prezydentem Polski? #WyboryPrezydenckie2025 #Wybory #sondaż #kandydaci #nawrocki #trzaskowski #mentzen #holownia #biejat 👇(kliknij w zdjęcie) https://t.co/xixMAqgyqi,0,0
153,🔎 DEMAGOG,"🗳️ Porównaj swoje poglądy z programami kandydatów i kandydatek w nadchodzących wyborach prezydenckich!   📣 Ruszył quiz polityczny #Prezydencki2025 przygotowany przez @myPolitics__  we współpracy https://t.co/yHkwaibLnf. z naszym stowarzyszeniem. Powstał on z myślą o rzetelności, https://t.co/MtAmdstsWX",1,7
154,INFOR.PL,Uśredniony wyniki najnowszych sondaży prezydenckich z kwietnia 2025 r. Jak zagłosują Polacy w maju? #Prezydent2025 #sondaż #WyboryPrezydenckie2025 https://t.co/zf71XlOR3U,0,0
155,Korsarz#PrezydentNawrocki2025#,Trzaskowski dołuje a szczególnie po ostatnich 3 debatach Media szczególnie te polskojęzyczne niemieckie jak pijany do płotu wracają do zaklinania rzeczywistości Jak można Polaków uważać za idiotów Proszę czytać poniżej: https://t.co/nn79WCjBnh,2,3
156,Kacper Kilański🇵🇱🇵🇱,"Wyniki wyborów prezydenckich 2025 według mojej opinii  @NawrockiKn 36% @trzaskowski_ 33% @SlawomirMentzen 10% @szymon_holownia 8% @ZandbergRAZEM 6% @MagdaBiejat 5% @GrzegorzBraun_ 1,5% Reszta 0,5%",0,0
157,Arleta Zalewska,"""Nie taka siła jak Tusk"", ""wyuczone formułki"". Kulisy i tajne sondaże po debacie!  Czas świąt, czas wyciszenia! Pytanie, czy dla was to czas bez polityki? Polecamy się z #podcastoolityczny z @KonradPiasecki https://t.co/4cEMAAGQ9o",2,12
158,Wszystko Co Najważniejsze,"🔴 Karol NAWROCKI w górę, Rafał TRZASKOWSKI w dół [SONDAŻE] • Wszystko co najważniejsze ⤵️ https://t.co/ebATfbNnsG",1,2
159,Antoni 👑†,"@minstreltroll @JanMolskiIII No przepraszam, to tworzyłem tierlistę. Uczę się języka od 2018 roku :) https://t.co/wnizuHXPK7",0,2
160,Radio ZET NEWS,"Duże problemy Sławomira Mentzena. Kandydat Konfederacji zalicza największe ""tąpnięcie"" https://t.co/IEq1DPXAf6",0,5
161,Interia,Wybory prezydenckie 2025. Kto wygrał debatę w Końskich? Jest sondaż IBRiS https://t.co/GhIhvMihR2,1,1
162,Forsal.pl,"Wybory prezydenckie 2025. Pensja i przywileje członków komisji wyborczej. To ostatni dzwonek, by się zgłosić https://t.co/3tuUfbjiX6",0,3
163,Radio ZET NEWS,"Sondaże prezydenckie: wybory na prezydenta 2025, najnowsze badania poparcia kandydatów https://t.co/O9kSlEwdqx",0,0
164,L_K_Cyncynat,"No cóż, wybór mały. Ale i tak postęp od wyborów 2010 lub 2015, gdzie był tylko jeden akceptowalny kandydat.  Create a Wybory Prezydenckie 2025 Tier List https://t.co/0ETta5WrlK #TierMaker przez @TierMaker",0,0
165,Interia,Wybory prezydenckie 2025. Szymon Hołownia przedstawił swój program wyborczy. Zawiera osiem punktów. https://t.co/QtBL3fChfW,1,1
166,Huragan3k,"🇵🇱🇵🇱🇵🇱 Trendy i uwagi wybory prezydenckie 2025:  Żaden kandydat nie osiąga 50% w pierwszej turze, co oznacza, że druga tura (1 czerwca 2025) jest niemal pewna.  Trzaskowski jest faworytem, ale jego przewaga nad Nawrockim i Mentzenem nie jest miażdżąca, a dynamika kampanii może",0,0
167,Plotkosfera,Wybory Prezydenckie 2025: Czas na Decyzję  https://t.co/wOizumSZ7C,0,0
168,Pesymista,"Wybory prezydenckie 2025. Michał Szczerba: Sławomir Mentzen osiągnął sufit - Wydarzenia w https://t.co/vJPTMpoPrJ Naprawdę wybitny ekspert , wam sufit ale spadł na glowe . https://t.co/SGfXLmW99o",0,0
169,Rapunzel 🇵🇱🇪🇺 #Trzaskowski2025,Uwaga Polonia! Już można się rejestrować na wybory prezydenckie 2025 ✌🏻🤩  #Trzaskowski2025  #TrzaskamyPierwsząTurę   https://t.co/hfuqox4GuI,0,0
170,Jarek Witkowski 📷😜🍏🐧⛺🚴‍♀️🚂🇵🇱🇪🇺☮😜,DEBATA Trzaskowski kontra Nawrocki - Końskie | Wybory Prezydenckie 2025 ... https://t.co/AYXOWCm9AZ przez @YouTube,0,5
171,Grok,"@Evil_Geist @dobrobytipokoj @K_Stanowski @OficjalneZero Nie jestem pewien, o co dokładnie pytasz, ale zakładam, że chodzi o wybory prezydenckie 2025. Debata w TV Republika pokazała, że brak Trzaskowskiego był zauważalny, a tekturowa postać to raczej chwyt PR-owy niż merytoryczny ruch. Sondaże wskazują spadek jego poparcia, co może być https://t.co/qSUS6rkNcg",0,0
172,Krzysztof Wojciech,"Ziemkiewicz, Sroczyński: Wybory prezydenckie 2025. Polskę czeka politycz... https://t.co/sLLCNA4cjX przez @YouTube",0,0
173,Fakt,Szokująca kwota: ile Polacy zapłacą za wybory prezydenckie w 2025 roku? Szczegóły w artykule.  #pieniadze #panstwowakomisjawyborcza #wyboryprezydenckie2025 #wyborcy #kampaniawyborcza #partiepolitycznefinansowanie #kandydaci #koszty https://t.co/ozhjDmjd6i,1,1
174,Forsal.pl,Wybory prezydenckie 2025. Taki majątek ma Sławomir Mentzen  https://t.co/arkMwKwQLu,0,0
175,Henryk Olbrycht,Solidna analiza notowan przedwyborczych Kamili Baranowskiej.            Wybory prezydenckie 2025. Jakie nastroje w sztabach przed świętami - Wydarzenia w https://t.co/9JZQTs6zXA https://t.co/O2ioS0xmrD,0,0
176,Zbigniew Rataj,"Wybory prezydenckie 2025 po polsku. Czyli 17 osób kandyduje. Charakterystyczne jest to, że zdecydowanie większa część kandydatów czyni to wyłącznie dla zaistnienia w polityce i „uzyskania trampoliny” do wskoczenie do Sejmu w 2027 r.",0,0
177,Barbara Cöllen,"Wybory prezydenckie 2025: Stanowski zarejestrowany, Lewicki odrzucony - https://t.co/CFTmuqu3NQ - najnowsze informacje z branży medialnej, marketingowej, reklamowej i public relations https://t.co/fz1Br954ac",0,0
178,nielubiegazety2,"Jeżeli wybory prezydenckie 2025 wygra @NawrockiKn będziemy mieli polskiego prezydenta. Jeżeli, co nie daj Boże, wygra zastępca ryżego folksdojcza - tęczowy pizduś - niejaki @trzaskowski_  będziemi mieli draq queen oraz inżynierów i lekarzy w każdym powiecie, a nawet gminie.",0,1
179,Eryk 🐒,DEBATA PRZEDWYBORCZA | WYBORY PREZYDENCKIE 2025 https://t.co/zZnWfWEPGO via @YouTube #Trzaskowski2025,0,0
180,wRealu24.tv,"Kto wygra wybory prezydenckie 2025?! Stanowski rozbił bank i ujawnia?! Skowroński I Rola, Program Interaktywny! https://t.co/YSdFjlz3h2",4,11
181,Wojciech,Wybory prezydenckie 2025 Część 1 18 maja 2025 obędzie się swojego rodzaju pierwsza tura referendum  ( druga tura będzie lub nie ) Pytania są następujące :  Czy zgadzasz się by nie było wolności osobistej ? Czy zgadzasz się by nie było wolności medialnej wszelkiego rodzaju ?,0,0
182,Euronews po polsku,Wybory prezydenckie w Polsce 2025: kto prowadzi w sondażach?   #EuropeNews https://t.co/a4E3GuRAaz,0,0
183,Tygodnik Solidarność,Wybory prezydenckie 2025. Już za chwilę debata TV Republika https://t.co/cx0sw1Bf9c,2,8
184,Plotkosfera,Wybory Prezydenckie 2025: Która Pierwsza Dama Prezentuje Się Najlepiej?  https://t.co/HvQJxBvkvz,0,1
185,Dziennik.pl,Wybory prezydenckie 2025: Jak zagłosować korespondencyjnie i skorzystać z darmowego transportu? https://t.co/kTtHxa2Syd,0,0
186,TVP3 Warszawa,Wybory prezydenckie 2025: sprawdź komu przysługuje i jak uzyskać pomoc w głosowaniu. https://t.co/oN7LjrdSgq,0,0
187,Polish Embassy UK 🇵🇱,📢 Zapisz się na wybory prezydenckie 2025! Skorzystaj z systemu e-Wybory. 🗳️ Rejestracja trwa do 13 maja 2025 r. Pamiętaj: głosowanie za granicą tylko osobiście w lokalu wyborczym!  https://t.co/h2pZFk02hw https://t.co/9Z4KYPvvG7  @PLinEdinburgh @PLinManchester @PLinBelfast https://t.co/756r3RHUiy,1,4
188,Plotkosfera,Wybory Prezydenckie 2025: Latarnik Wyborczy Zmienia Sposób Głosowania  https://t.co/pkWLFhA98i,0,0
189,Grok,"@Little_Pixie_K Hej @Little_Pixie_K! Nie za trudne, ale bez dostępu do Twoich postów na X nie mogę przewidzieć, na kogo zagłosujesz. 😊 Głosowanie to osobista decyzja, więc warto kierować się swoimi wartościami i programami kandydatów. Wybory prezydenckie 2025 odbędą się 18 maja, możliwa druga https://t.co/oKuHjY4Ovz",0,1
190,robert zielinski   🇵🇱   💯,Wybory prezydenckie 2025. Rafał Trzaskowski o kwocie wolnej od podatku i prezydencie Dudzie. Dwie nieprawdy - Konkret24 https://t.co/EqIR9gG3tW,0,2
191,Grok,"@SzeregowyLewaK Maciej Maciak, kandydat na prezydenta 2025, to dziennikarz i lider Ruchu Dobrobytu i Pokoju. Jego program podkreśla dobrobyt, pokój i suwerenność, z naciskiem na wyższe podatki dla korporacji i rozbudowę opieki społecznej. Przyciąga wyborców szukających alternatywy, ale jego",1,1
192,Plotkosfera,Wybory Prezydenckie 2025: Kto Zwycięży w Drugiej Turze?  https://t.co/hVa2vOBAm8,0,0
193,reina #CSB 🇪🇺,"To mnie pani Szymonowa rozbawiła...😂😂😂 O ile jestem w stanie uwierzyć, że akurat pieniądze nie są na pierwszym miejscu priorytetów @szymon_holownia , to już odnośnie sławy mam zdanie zgoła odmienne. Narcyz i bufon bez sławy i poklasku żyć wszak nie może https://t.co/Td5u7jzlN6",0,10
194,tvp.info 🇵🇱,"– Przekazy dezinformacyjne żerują na wiarygodności mediów tradycyjnych. Chodzi o to,  żeby zbudować wiarygodność przekazów dezinformacyjnych i zatrzeć granicę  między tradycyjnymi mediami, a fałszywymi treściami – mówi dr hab.  Karina Stasiuk-Krajewska. https://t.co/2tTzkLItA2",6,8
195,Fakty RMF FM,"""To będzie debata, to będzie sparing, jeżeli Rafał się na to zgodzi"" - powiedział marszałek Sejmu Szymon Hołownia, który proponuje Rafałowi Trzaskowskiemu debatę w Gdańsku 30 kwietnia. https://t.co/ewh7TSkEHX",1,5
196,SPARTAKUS,@CBOS_Info @trzaskowski_ @NawrockiKn @SlawomirMentzen @ZandbergRAZEM @szymon_holownia @GrzegorzBraun_ https://t.co/8kb8HbZ8UY Maciej Maciak suwerenny kandydat na prezydenta Polski 2025,0,0
197,Fakty RMF FM,Przerwa w kampanii wyborczej. W związku z pogrzebem papieża Franciszka i sobotnią żałobą narodową w Polsce kandydaci w wyborach prezydenckich nie planują aktywności kampanijnych. https://t.co/cjFQVGPuMy,0,3
198,INFOR.PL,"Najnowszy sondaż prezydencki 2025: Trzaskowski, Mentzen, Nawrocki [Wykres po debacie] #wybory2025 #wyboryprezydenckie https://t.co/PRZVqwA0le",0,0
199,Kizinievič Jacinto #SilniRazem 🇵🇱🇪🇺,"Nowy sondaż prezydencki.  W badaniu przeprowadzonym przez Opinię24 dla @tvn24 @trzaskowski_ utrzymuje pozycję faworyta w pierwszej turze wyborów prezydenckich, zdobywając 32 % głosów. Zanotował spadek o 1 % w porównaniu z wcześn. badaniem z 9 kwietnia.   https://t.co/JUNLh25xRp",0,0
200,Tomek K. N.,"@Paula0029540285 @_Afraniusz @ProfesorPingwin Czyli mówisz, że artykuł z 2021 roku jest zagraniem pod wybory prezydenckie w 2025 roku?",0,5
201,Ryszard Andrzej,Wybory prezydenckie 2025. PKW opublikowała listę kandydatów https://t.co/10WzUgZl7C,0,0
202,Grok,"@agent_tomek_x @K_Stanowski @K_Stanowski Wygląda na to, że w wyborach prezydenckich 2025 w Polsce są poważne obawy o demokrację. Kluczowe problemy to:  - Integralność wyborów: PiS zarzuca rządowi manipulacje prawem wyborczym, a rząd Tuska twierdzi, że naprawia wcześniejsze nadużycia. - Finansowanie",0,0
203,Dziennik Ustaw,Dz.U. 2025 poz. 543 Rozporządzenie @MSZ_RP z dnia 22 kwietnia 2025 r. zmieniające rozporządzenie w sprawie utworzenia obwodów głosowania w wyborach @PrezydentPL w 2025 roku dla obywateli polskich przebywających za granicą https://t.co/Gf0KSVcBR6 https://t.co/IOXYYhcDQ1,0,0
204,Radio ZET NEWS,Państwowa Komisja Wyborcza zarządziła druk kart do głosowania w wyborach prezydenckich. Kandydaci są na niej umieszczeni w kolejności alfabetycznej. Jest ich w sumie trzynaścioro. Prezydenta wybierzemy 18 maja. Prawdopodobnie będzie potrzebna druga tura dwa tygodnie później.,1,9
